"number","title","pageid","namespace","length","touched","Wikidata"
"443","Жовтий_Клин","51715","","50719","20240922223930","Q4182088"
"444","Едмонтон","52301","","17933","20250125181339","Q2096"
"445","Коронація_слова","52312","","30601","20250529061328","Q12113171"
"446","Рід_(мовознавство)","52400","","59109","20250524134257","Q162378"
"447","Українці_Канади","52520","","62242","20250208205647","Q1976298"
"448","Українсько-японські_відносини","54399","","141098","20250125182350","Q3062805"
"449","Бессарабія","55504","","49305","20250505221028","Q174994"
"450","Аверченко_Аркадій_Тимофійович","55643","","16433","20240507183933","Q602217"
"451","Винники","55706","","180104","20250303072410","Q997412"
"452","Бакай","56092","","4132","20250422075828","Q349594"
"453","Українська_діаспора_в_Чикаго","56185","","24655","20241212122718","Q20017977"
"454","Калуш","56791","","135142","20250411103905","Q146453"
"455","Прудентополіс","57638","","18241","20250502181443","Q751491"
"456","Японсько-українські_системи_транскрипції_та_транслітерації","57700","","49492","20241227205907","Q56355792"
"457","Рафаїл_(Турконяк)","58137","","21003","20241226011255","Q24957720"
"458","Перемишляни","58220","","102352","20250528113409","Q997462"
"459","Домонтович_Михайло_Олександрович","58303","","30616","20231028161229","Q6947531"
"460","Зеленяк_Тарас_Тадейович","58449","","4762","20220718163509","Q12106549"
"461","Зеленяк_Тадей_Іванович","58453","","6007","20220324073136","Q12106548"
"462","Політковська_Ганна_Степанівна","58538","","21226","20241102225937","Q131240"
"463","Дисидентський_рух_у_СРСР","60446","","99485","20250303054152","Q2528945"
"464","Дастін_Гоффман","60525","","25781","20250304100029","Q42930"
"465","Сорока_(значення)","61075","","5946","20250512070729","Q1195283"
"466","Плутократія","61656","","4520","20250330204802","Q131708"
"467","Бандурист","63013","","7435","20250226101724","Q4854747"
"468","Український_католицький_університет","63074","","79576","20250330134835","Q195359"
"469","Люди,_пов'язані_з_Одесою","64774","","98473","20250514075416","Q12119338"
"470","Гетьманський_рух","70928","","146936","20250121162239","Q9291850"
"471","Академічний_симфонічний_оркестр_Львівської_філармонії","70949","","36675","20250329133526","Q12077269"
"472","Кондратенко_Роман_Сидорович","71132","","10623","20250412232518","Q1365410"
"473","Люйшунькоу","71139","","8255","20240119032258","Q623329"
"474","Рясне_(Львів)","71674","","114671","20250420191704","Q4402776"
"475","Білий","71971","","10701","20240109152305","Q16833413"
"476","Джек_Пеланс","72149","","26353","20240825170634","Q193653"
"477","Мирослав_Постолан","72240","","7317","20250226213425","Q12142784"
"478","Мирна_Косташ","72304","","7650","20231108050738","Q11808412"
"479","Люба_Ґой","72598","","5211","20240709133629","Q602684"
"480","Вовковатиця","73835","","19407","20250125161628","Q4123399"
"481","Гаї_(Золочівський_район)","73836","","14964","20240916113009","Q4131828"
"482","Нагірний_Василь_Степанович","74628","","44839","20250219063026","Q589314"
"483","Між_Гітлером_і_Сталіном_—_Україна_в_II_Світовій_війні","74764","","6227","20250226215536","Q4899098"
"484","Нерода_Георгій_Васильович","75771","","12011","20220520032101","Q4317513"
"485","Джерард_Кеннеді","75852","","3536","20241202200842","Q965835"
"486","Едвард_Стельмах","76126","","13179","20241202114728","Q1282534"
"487","Шахи_в_Україні","76411","","112263","20250323034341","Q1658663"
"488","Хмара_(значення)","76457","","5404","20250104133059","Q1075459"
"489","Придворні_бандуристи","77902","","5038","20230628165625","Q12144106"
"490","Лу_Сінь","78155","","10304","20241120124623","Q23114"
"491","Комарно","78404","","57042","20250125163403","Q1004265"
"492","Кравчинський_Сергій_Михайлович","78467","","13105","20240513032803","Q546520"
"493","Савчук","78927","","15809","20250528193447","Q119440915"
"494","Українська_лютеранська_церква","79167","","31919","20230928101231","Q2991660"
"495","Богатирчук_Федір_Парфенович","79752","","19411","20250514141547","Q699517"
"496","Горленко_Василь_Петрович","80529","","33763","20250518120055","Q12096999"
"497","Городня_(значення)","80691","","3438","20240614105643","Q1168044"
"498","Щедрик_(Леонтович)","80786","","72082","20250401025402","Q865064"
"499","Володимир_(Ющак)","80838","","12456","20230917013352","Q539904"
"500","Береговий_Олесь","80970","","4954","20250125150245","Q12082026"
"501","Гординський_Святослав_Ярославович","81005","","30014","20250505161943","Q12096926"
"502","Кучабський_Василь_Васильович","82932","","21396","20250411063527","Q9371480"
"503","Ліґа_американських_українців","83135","","4899","20241024063302","Q12119583"
"504","Амурська_область","83433","","50561","20250324085024","Q6886"
"505","Мацієвич_Левко_Макарович","83623","","40075","20250218164131","Q4285890"
"506","Кошиць","98968","","1321","20161028215052","Q18991806"
"507","Андрієвський_Степан_Семенович","104587","","15007","20220524081845","Q4065724"
"508","Андрієвський","104645","","8490","20250419054742","Q1218941"
"509","Андреєв","104650","","15092","20250522163859","Q503152"
"510","Вежа","104756","","46277","20240616224905","Q12518"
"511","Андрійчук_Михайло_Миколайович","105398","","4808","20230713123407","Q12078366"
"512","Немирів","105722","","48117","20250309180531","Q997335"
"513","Яворський_Василь_Іванович","106102","","9267","20200928060757","Q4536061"
"514","Савіна_Марія_Гаврилівна","106569","","8613","20240801212016","Q4403935"
"515","Гайдемарі_Стефанишин-Пайпер","106762","","14759","20240507200616","Q51773"
"516","Диканька","106868","","73414","20250521203941","Q1268711"
"517","Василь_(Величковський)","107201","","30735","20250420193537","Q48682"
"518","Никита_(Будка)","107213","","19571","20250220124352","Q1926369"
"519","Нафтогаз_України","107395","","125081","20250428184955","Q728513"
"520","Чак_Поланік","107477","","62244","20250414002612","Q268181"
"521","Апанасенко_Йосип_Родіонович","107978","","5677","20220630041923","Q2443079"
"522","Арабський_кінь","108281","","13237","20241208131435","Q184138"
"523","Бєляєв_Володимир_Павлович","108301","","27539","20250426174008","Q4083426"
"524","Берегомет_(селище)","109479","","19861","20250523065613","Q818933"
"525","Нижанківський_Богдан_Амбросійович","109853","","11940","20250220124313","Q12133669"
"526","Юрій_Коломиєць","109856","","10315","20241118044805","Q12111721"
"527","Галун-Блох_Марія","109865","","6186","20240208151807","Q12094132"
"528","Степовик_Дмитро_Власович","109885","","41295","20250414040353","Q12157793"
"529","Гвіздівці","109945","","50970","20250215203620","Q4134590"
"530","Аскольд_Мельничук","110034","","9104","20220526105619","Q12079462"
"531","Ірена_Забитко","110039","","4679","20230924163830","Q12105031"
"532","Яців","112333","","934","20230121052513","Q12174197"
"533","Яцик","112335","","3129","20221116060200","Q28490204"
"534","Волобуєв","112416","","1665","20230410080507","Q4123612"
"535","Волошин","112443","","12239","20250509125301","Q2592805"
"536","Витвицький","112545","","7056","20250302095347","Q12089648"
"537","Остап","112555","","8502","20250421164102","Q105872527"
"538","Векслер","112568","","2166","20250320071624","Q2566285"
"539","Василь","113084","","40959","20250514180021","Q27453456"
"540","Козловський","113088","","20180","20240303122135","Q1660192"
"541","Колесник","113089","","12285","20240527110120","Q1779122"
"542","Кирило_(значення)","113105","","3442","20160929153345","Q51879215"
